usedcarskuid,loc,myear,body,transmission,fuel,km,ip,images,imgcount,threesixty,dvn,oem,model,variant,city,listed_price,discountvalue,utype,cartype,top_features,comfort_features,interior_features,exterior_features,safety_features,color,engine type,no of cylinder,valves per cylinder,valve configuration,turbo charger,super charger,length,width,height,wheel base,front tread,rear tread,kerb weight,gross weight,gear box,drive type,seats,steering type,turning radius,front brake type,rear brake type,top speed,acceleration,tyre type,doors,cargo volume,model_type_new,state,exterior_color,owner_type,fuel suppy system,compression ratio,alloy wheel size,max power delivered,max power at,max torque delivered,max torque at,bore,car_age,km_per_year,log_price,oem_target_enc,model_target_enc,city_target_enc,oem_freq_enc,model_freq_enc,city_freq_enc,brand_age,km_per_year_age,power_weight_ratio,predicted_price,residual
a9932596-16bb-4562-8e79-bf1281135a0d,hyderabad,2014,suv,automatic,diesel,92825.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_04e56395-4520-4baf-844e-95f2d6b44d0f_1684331_116_1674894393.jpg?imwidth=640'}],21,True,mercedes-benz m-class ml 250 cdi,mercedes-benz,mercedes-benz m-class,ml 250 cdi,hyderabad,1600000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'power antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'anti theft device']",polar white,diesel engine,4.0,4.0,dohc,True,True,4817.0,2141.0,1762.0,2915.0,1648.0,1663.0,2160.0,2950.0,7 speed,awd,5.0,power,5.9,disc,disc,210.0,9.0,tubeless radial,5.0,690.0,used,telangana,polar white,third,Common Rail Injection,,18.0,203.2,4200.0,500.0,1700.0,92.9,11,8438.628692155735,14.285514812209815,14.566813908377869,14.345248966492369,13.314639926660107,924,51,1298,160.23495299215656,92824.91561371308,0.09407407407407407,1989660.2590374304,389660.25903742923
a4f428e3-9bf8-4ce4-b6c6-66f8e6447b7e,indiranagar,2017,suv,automatic,diesel,35000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63d74d53aaf31_1675054419.jpg?imwidth=640'}],14,False,mercedes-benz gla class 220 d 4matic,mercedes-benz,mercedes-benz gla class,220 d 4matic,bangalore,3245000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'lane change indicator']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'hill descent control', 'hill assist']",red,2.2-litre diesel engine,4.0,4.0,dohc,True,True,4424.0,1804.0,1494.0,2699.0,1569.0,1560.0,1585.0,2075.0,7 speed,awd,5.0,power,5.92,disc,disc,218.0,7.7,tubeless radial,5.0,481.0,used,karnataka,red,first,Common Rail Injection,,18.0,170.0,3400.0,350.0,2400.0,73.0,8,4374.994531256836,14.99262621628669,14.566813908377869,14.525250780250547,13.375784367637182,924,63,4881,116.53451126702295,34999.95625005469,0.10725552050473186,2896155.5078168306,348844.4921831684
ef27635f-099b-4cac-8bc4-77a9d8645271,pune city,2016,suv,automatic,petrol,70961.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_6f6e597f-d639-4c1d-8d4f-aafa805570be_1684109_116_1674883540.jpg?imwidth=640'}],20,True,mercedes-benz gla class 200 sport edition,mercedes-benz,mercedes-benz gla class,200 sport edition,pune,1600000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",white,petrol engine,4.0,4.0,dohc,True,True,4417.0,2022.0,1494.0,2699.0,1569.0,1560.0,1525.0,1940.0,7 speed,awd,5.0,power,5.92,disc,disc,225.0,7.6,tubeless radial,5.0,421.0,used,maharashtra,white,second,Direct Injection,,18.0,183.0,5500.0,300.0,1300.0,73.0,9,7884.546794948006,14.285514812209815,14.566813908377869,14.525250780250547,13.088104300808027,924,63,4821,131.10132517540083,70960.92115453206,0.12,1933395.8398860455,333395.8398860444
b5b21172-104c-418c-88e4-21eafd2f49ef,indore,2016,sedan,automatic,diesel,47000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2679459_1674827538.jpg?imwidth=640'}],11,False,mercedes-benz cla 200 cdi sport,mercedes-benz,mercedes-benz cla,200 cdi sport,indore,2500000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'automatic driving lights']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'hill descent control', 'hill assist']",white,in line diesel engine,4.0,4.0,dohc,True,True,4630.0,1777.0,1432.0,2699.0,1549.0,1547.0,1570.0,2005.0,7 speed,fwd,5.0,power,5.5,disc,disc,220.0,9.8,tubeless radial,4.0,470.0,used,madhya pradesh,white,first,Common Rail Injection,,17.0,136.0,3600.0,300.0,2300.0,73.0,9,5222.216419759534,14.731801689838349,14.566813908377869,14.525246844337397,13.182430294084979,924,71,520,131.10132517540083,46999.947777835805,0.08662420382165605,2115881.354389984,384118.6456100154
11cfced8-3a51-41cd-9c50-f295fdac47c7,ghaziabad,2014,suv,automatic,diesel,48367.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_70fba9ad-3ad4-4f34-bf9f-8abb59d0f708_1683248_116_1674714405.jpg?imwidth=640'}],19,True,mercedes-benz gla class 200 cdi,mercedes-benz,mercedes-benz gla class,200 cdi,ghaziabad,2000000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'outside rear view mirror turn indicators', 'chrome garnish', 'smoke headlamps', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",red,diesel engine,4.0,4.0,dohc,True,True,4417.0,1804.0,1494.0,2699.0,1569.0,1560.0,1585.0,2020.0,7 speed,awd,5.0,power,5.92,disc,disc,205.0,9.9,tubeless radial,5.0,421.0,used,uttar pradesh,red,third,Common Rail Injection,,18.0,136.0,3600.0,300.0,2300.0,73.0,11,4396.996002730907,14.508658238524095,14.566813908377869,14.525250780250547,12.947701681020746,924,63,940,160.23495299215656,48366.956030039975,0.08580441640378549,1688793.5210984866,311206.478901515
b0b2d0e8-bfe1-4516-bf30-ca24d6b057b4,indiranagar,2017,suv,automatic,diesel,34000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2677412_1674740576.jpg?imwidth=640'}],19,False,mercedes-benz gla class 220 d 4matic,mercedes-benz,mercedes-benz gla class,220 d 4matic,bangalore,3250000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'lane change indicator']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'roof rail']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device', 'hill descent control', 'hill assist']",red,2.2-litre diesel engine,4.0,4.0,dohc,True,True,4424.0,1804.0,1494.0,2699.0,1569.0,1560.0,1585.0,2075.0,7 speed,awd,5.0,power,5.92,disc,disc,218.0,7.7,tubeless radial,5.0,481.0,used,karnataka,red,first,Common Rail Injection,,18.0,170.0,3400.0,350.0,2400.0,73.0,8,4249.994687506641,14.99416586199818,14.566813908377869,14.525250780250547,13.375784367637182,924,63,4881,116.53451126702295,33999.957500053126,0.10725552050473186,2896155.5078168306,353844.49218316795
09f32e8e-037b-4c60-afba-06c17ffd78c5,lucknow g.p.o.,2015,sedan,automatic,diesel,55783.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_car_replace_bg_ee717e80-0ac8-4733-a9c1-e0058c975f8d_1681708_116_1674456831.jpg?imwidth=640'}],21,True,mercedes-benz cla 200 cdi sport,mercedes-benz,mercedes-benz cla,200 cdi sport,lucknow,2200000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window defogger', 'alloy wheels', 'power antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",white,in line diesel engine,4.0,4.0,dohc,True,True,4630.0,2032.0,1432.0,2699.0,1549.0,1547.0,1570.0,2005.0,7 speed,fwd,5.0,power,5.5,disc,disc,220.0,9.8,tubeless radial,4.0,470.0,used,uttar pradesh,white,first,Common Rail Injection,,17.0,136.0,3600.0,300.0,2300.0,73.0,10,5578.294421705578,14.603968372873895,14.566813908377869,14.525246844337397,13.06757501905849,924,71,920,145.6681390837787,55782.94421705578,0.08662420382165605,1695866.0606548036,504133.9393451959
e6536534-a55c-443f-b808-96f5c087ef05,vaishya sabha,2022,suv,automatic,diesel,6563.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63cf69624d500_1674537314.jpg?imwidth=640'}],27,False,mercedes-benz glc 220d 4matic,mercedes-benz,mercedes-benz glc,220d 4matic,kolkata,4871999.999999935,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'tailgate ajar', 'luggage hook and net', 'lane change indicator', 'drive modes', 'remote engine start stop', 'remote climate control', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'side stepper', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'ebd', 'follow me home headlamps', 'rear camera', 'anti theft device', 'anti pinch power windows', 'speed sensing auto door lock', 'knee airbags', 'isofix child seat mounts', 'heads up display', 'pretensioners and force limiter seatbelts', 'hill descent control', 'hill assist', 'impact sensing auto door lock', 'view360camera', 'no of airbags', 'eletronic stability control']",white,om 654 diesel engine,4.0,4.0,,True,True,4658.0,1890.0,1644.0,2873.0,1485.0,1493.0,1066.0,2500.0,9 speed,awd,5.0,power,5.1,disc,disc,215.0,13.2,tubeless radial,5.0,550.0,used,west bengal,white,first,Common Rail Injection,,19.0,194.0,3800.0,400.0,2800.0,73.0,3,2187.659374468752,15.399015293626352,14.566813908377869,15.064023821527831,13.142110628806467,924,55,1159,43.70044172513361,6562.978123406256,0.18198874296435272,4405317.286026141,466682.71397379786
78761555-ef53-4b6b-b27e-de2b08e7b83e,pune cantt east,2015,sedan,automatic,diesel,59241.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63cbbf762a57c_1674297206.jpg?imwidth=640'}],10,False,mercedes-benz c-class c 220 cdi avantgarde,mercedes-benz,mercedes-benz c-class,c 220 cdi avantgarde,pune,2525000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'outside temperature display', 'cigarette lighter', 'driving experience control eco', 'height adjustable driver seat']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'smoke headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'xenon headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti theft device']",silver,in-line engine,4.0,4.0,dohc,True,True,4686.0,2020.0,1442.0,2840.0,1588.0,1570.0,1655.0,2135.0,7 speed,rwd,5.0,power,5.61,disc,disc,233.0,7.4,tubeless radial,4.0,480.0,used,maharashtra,silver,first,Common Rail Injection,,17.0,170.0,3000.0,400.0,2100.0,73.0,10,5924.094075905924,14.741752016731123,14.566813908377869,14.251282679762125,13.088104300808027,924,247,4821,145.6681390837787,59240.94075905924,0.1027190332326284,2048561.9374151966,476438.0625848044
d99b74a8-a6ac-489f-9d57-d6cd5c425cdd,pune cantt east,2018,sedan,automatic,diesel,39085.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_63ce4ad0e41f4_1674463952.jpg?imwidth=640'}],8,False,mercedes-benz e-class expression e 220d,mercedes-benz,mercedes-benz e-class,expression e 220d,pune,4871999.999999935,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'glove box cooling', 'voice control', 'steering wheel gearshift paddles', 'tailgate ajar', 'gear shift indicator', 'luggage hook and net', 'lane change indicator', 'drive modes']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'outside temperature display', 'cigarette lighter', 'rear folding table', 'driving experience control eco', 'height adjustable driver seat', 'dual tone dashboard']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'automatic driving lights']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'side air bag front', 'side air bag rear', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti theft device', 'anti pinch power windows', 'speed sensing auto door lock', 'knee airbags', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'blind spot monitor', 'no of airbags']",silver,cdi in-line engine,4.0,4.0,dohc,True,True,5063.0,1860.0,1494.0,3079.0,1595.0,1597.0,1066.0,1595.0,9 speed,rwd,5.0,power,6.0,ventilated disc,disc,240.0,7.3,tubeless radial,4.0,540.0,used,maharashtra,silver,first,Common Rail Injection,,17.0,191.7,3800.0,400.0,2200.0,73.0,7,5583.563452052212,15.399015293626352,14.566813908377869,14.398560886525816,13.088104300808027,924,206,4821,101.96769735864508,39084.94416436548,0.1798311444652908,4490792.479040013,381207.52095992584
